Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode,Order_Priority
ORD-10297,2022-10-25,2022-10-27,CUST-708,Customer_75,Corporate,East,Florida,Miami,PROD-2687,Office Chair,Office Supplies,Chairs,3688.17,8,0.13,258.17,50.65,COD,High
ORD-10298,2022-10-26,2022-10-28,CUST-300,Customer_146,Corporate,Central,Texas,Chicago,PROD-5109,Monitor,Furniture,Chairs,596.89,7,0.21,-5.97,16.45,UPI,High
ORD-10299,2022-10-27,2022-10-29,CUST-223,Customer_128,Corporate,Central,Illinois,New York City,PROD-2860,Storage Box,Office Supplies,Chairs,4317.42,4,0.02,777.14,67.29,Credit Card,Low
ORD-10300,2022-10-28,2022-10-30,CUST-286,Customer_42,Home Office,West,Florida,Miami,PROD-6176,Printer,Office Supplies,Accessories,4204.0,9,0.08,504.48,31.66,COD,Low
ORD-10301,2022-10-29,2022-10-31,CUST-425,Customer_41,Home Office,East,Florida,Chicago,PROD-1722,Office Chair,Technology,Phones,3282.31,4,0.19,32.82,26.12,Credit Card,Medium
ORD-10302,2022-10-30,2022-11-01,CUST-563,Customer_34,Home Office,South,California,Chicago,PROD-9971,Phone,Office Supplies,Accessories,2536.26,1,0.03,431.16,68.07,UPI,Medium
ORD-10303,2022-10-31,2022-11-02,CUST-448,Customer_17,Consumer,West,Florida,New York City,PROD-9720,Monitor,Technology,Tables,3621.37,1,0.34,-506.99,8.76,UPI,Medium
ORD-10304,2022-11-01,2022-11-03,CUST-870,Customer_165,Home Office,South,California,New York City,PROD-5893,Phone,Furniture,Accessories,79.34,1,0.29,-7.14,34.75,Credit Card,High
ORD-10305,2022-11-02,2022-11-04,CUST-759,Customer_153,Corporate,South,Illinois,Houston,PROD-1343,Phone,Office Supplies,Storage,2982.58,1,0.38,-536.86,32.75,UPI,High
ORD-10306,2022-11-03,2022-11-05,CUST-863,Customer_76,Home Office,East,Illinois,Miami,PROD-6398,Monitor,Furniture,Chairs,4244.66,4,0.28,-339.57,26.36,UPI,Low
ORD-10307,2022-11-04,2022-11-06,CUST-502,Customer_87,Corporate,Central,Illinois,Miami,PROD-9400,Phone,Furniture,Storage,1816.65,1,0.38,-327.0,73.38,COD,Low
ORD-10308,2022-11-05,2022-11-07,CUST-445,Customer_117,Consumer,East,New York,New York City,PROD-5736,Laptop,Furniture,Storage,586.03,2,0.22,-11.72,61.32,Credit Card,Low
ORD-10309,2022-11-06,2022-11-08,CUST-610,Customer_27,Corporate,South,Illinois,Chicago,PROD-4406,Printer,Office Supplies,Tables,2133.34,4,0.24,-85.33,9.79,COD,Medium
ORD-10310,2022-11-07,2022-11-09,CUST-246,Customer_287,Corporate,West,Florida,New York City,PROD-1919,Storage Box,Technology,Chairs,3649.17,7,0.39,-693.34,58.6,Credit Card,High
ORD-10311,2022-11-08,2022-11-10,CUST-247,Customer_134,Corporate,South,Texas,Chicago,PROD-6819,Phone,Office Supplies,Storage,581.14,2,0.26,-34.87,44.55,COD,Low
ORD-10312,2022-11-09,2022-11-11,CUST-963,Customer_219,Consumer,West,California,Chicago,PROD-3044,Phone,Furniture,Tables,1069.94,8,0.01,203.29,72.57,UPI,Low
ORD-10313,2022-11-10,2022-11-12,CUST-810,Customer_168,Home Office,West,New York,New York City,PROD-1418,Desk,Technology,Chairs,780.38,7,0.29,-70.23,28.47,Credit Card,Low
ORD-10314,2022-11-11,2022-11-13,CUST-919,Customer_98,Home Office,East,Illinois,Los Angeles,PROD-2749,Printer,Furniture,Phones,3994.89,9,0.36,-639.18,48.06,Credit Card,Low
ORD-10315,2022-11-12,2022-11-14,CUST-588,Customer_268,Consumer,South,Illinois,Miami,PROD-8378,Office Chair,Technology,Tables,361.32,6,0.32,-43.36,42.56,Credit Card,Low
ORD-10316,2022-11-13,2022-11-15,CUST-739,Customer_237,Corporate,Central,Texas,Chicago,PROD-2099,Printer,Office Supplies,Accessories,3448.6,4,0.23,-103.46,41.72,Credit Card,Low
ORD-10317,2022-11-14,2022-11-16,CUST-650,Customer_173,Home Office,South,Texas,Chicago,PROD-4392,Printer,Technology,Chairs,1863.96,6,0.27,-130.48,39.21,UPI,High
ORD-10318,2022-11-15,2022-11-17,CUST-437,Customer_190,Consumer,South,New York,Los Angeles,PROD-3772,Monitor,Office Supplies,Storage,3791.17,4,0.4,-758.23,20.42,UPI,Low
ORD-10319,2022-11-16,2022-11-18,CUST-971,Customer_122,Home Office,Central,California,Houston,PROD-7784,Monitor,Furniture,Storage,4823.7,7,0.04,771.79,61.68,UPI,High
ORD-10320,2022-11-17,2022-11-19,CUST-740,Customer_46,Consumer,East,Illinois,Los Angeles,PROD-2545,Monitor,Technology,Accessories,617.0,9,0.27,-43.19,38.85,COD,Medium
ORD-10321,2022-11-18,2022-11-20,CUST-878,Customer_64,Corporate,South,New York,Los Angeles,PROD-2070,Storage Box,Furniture,Accessories,1606.21,3,0.11,144.56,76.89,UPI,High
ORD-10322,2022-11-19,2022-11-21,CUST-572,Customer_130,Home Office,South,Florida,Chicago,PROD-7522,Printer,Technology,Storage,4060.12,3,0.26,-243.61,24.56,COD,Medium
ORD-10323,2022-11-20,2022-11-22,CUST-250,Customer_193,Consumer,West,Florida,Miami,PROD-2850,Storage Box,Office Supplies,Chairs,1367.48,2,0.24,-54.7,56.21,COD,High
ORD-10324,2022-11-21,2022-11-23,CUST-514,Customer_181,Home Office,South,New York,Los Angeles,PROD-6053,Phone,Technology,Tables,1114.85,1,0.06,156.08,75.55,UPI,High
ORD-10325,2022-11-22,2022-11-24,CUST-397,Customer_292,Home Office,Central,Illinois,Houston,PROD-3939,Monitor,Technology,Accessories,4135.62,1,0.08,496.27,54.76,UPI,Low
ORD-10326,2022-11-23,2022-11-25,CUST-710,Customer_282,Home Office,West,New York,New York City,PROD-8194,Phone,Office Supplies,Accessories,4936.06,3,0.25,-246.8,70.35,UPI,High
ORD-10327,2022-11-24,2022-11-26,CUST-362,Customer_29,Home Office,East,Illinois,Los Angeles,PROD-6851,Monitor,Office Supplies,Accessories,2806.56,7,0.05,420.98,67.06,COD,High
ORD-10328,2022-11-25,2022-11-27,CUST-863,Customer_149,Consumer,West,Texas,Los Angeles,PROD-7673,Laptop,Office Supplies,Phones,1426.34,9,0.11,128.37,32.01,Credit Card,Low
ORD-10329,2022-11-26,2022-11-28,CUST-243,Customer_267,Corporate,Central,New York,Houston,PROD-1678,Storage Box,Technology,Chairs,2022.9,2,0.33,-262.98,50.01,UPI,Medium
ORD-10330,2022-11-27,2022-11-29,CUST-445,Customer_296,Consumer,Central,Illinois,Miami,PROD-1988,Storage Box,Furniture,Chairs,892.15,7,0.13,62.45,16.72,COD,Low
ORD-10331,2022-11-28,2022-11-30,CUST-723,Customer_11,Consumer,West,New York,Los Angeles,PROD-2502,Office Chair,Technology,Chairs,3821.34,1,0.2,0.0,45.16,COD,Low
ORD-10332,2022-11-29,2022-12-01,CUST-671,Customer_164,Consumer,East,New York,Los Angeles,PROD-2789,Desk,Technology,Chairs,3878.7,2,0.38,-698.17,22.28,UPI,Low
ORD-10333,2022-11-30,2022-12-02,CUST-980,Customer_113,Corporate,West,Illinois,Miami,PROD-6281,Printer,Furniture,Chairs,4381.85,6,0.09,482.0,60.78,COD,Medium
ORD-10334,2022-12-01,2022-12-03,CUST-101,Customer_187,Home Office,East,Illinois,Houston,PROD-6027,Office Chair,Office Supplies,Storage,181.68,5,0.16,7.27,44.6,UPI,High
ORD-10335,2022-12-02,2022-12-04,CUST-996,Customer_295,Home Office,West,California,Los Angeles,PROD-2425,Storage Box,Technology,Accessories,2831.81,8,0.24,-113.27,35.84,COD,High
ORD-10336,2022-12-03,2022-12-05,CUST-403,Customer_232,Home Office,Central,New York,Miami,PROD-7654,Office Chair,Furniture,Storage,1110.56,2,0.3,-111.06,25.16,Credit Card,Low
ORD-10337,2022-12-04,2022-12-06,CUST-353,Customer_227,Corporate,South,Florida,Los Angeles,PROD-3440,Laptop,Office Supplies,Phones,1737.37,1,0.36,-277.98,79.9,COD,Low
ORD-10338,2022-12-05,2022-12-07,CUST-751,Customer_98,Home Office,South,New York,New York City,PROD-7856,Desk,Office Supplies,Tables,3935.53,7,0.37,-669.04,10.38,UPI,High
ORD-10339,2022-12-06,2022-12-08,CUST-552,Customer_55,Corporate,East,New York,Chicago,PROD-8367,Storage Box,Technology,Accessories,1000.57,6,0.31,-110.06,8.27,Credit Card,High
ORD-10340,2022-12-07,2022-12-09,CUST-136,Customer_111,Home Office,East,Illinois,New York City,PROD-3594,Storage Box,Office Supplies,Phones,3209.79,8,0.09,353.08,21.29,UPI,High
ORD-10341,2022-12-08,2022-12-10,CUST-259,Customer_152,Home Office,East,New York,Los Angeles,PROD-5689,Printer,Office Supplies,Storage,3290.1,8,0.01,625.12,77.83,COD,Medium
ORD-10342,2022-12-09,2022-12-11,CUST-108,Customer_246,Consumer,Central,New York,Houston,PROD-3436,Monitor,Furniture,Tables,4772.76,2,0.15,238.64,78.44,Credit Card,Medium
ORD-10343,2022-12-10,2022-12-12,CUST-332,Customer_69,Corporate,West,Florida,Chicago,PROD-6517,Desk,Furniture,Phones,3887.05,8,0.06,544.19,54.12,Credit Card,Low
ORD-10344,2022-12-11,2022-12-13,CUST-198,Customer_289,Consumer,Central,Illinois,New York City,PROD-7310,Laptop,Office Supplies,Tables,4027.99,6,0.28,-322.24,71.01,COD,Medium
ORD-10345,2022-12-12,2022-12-14,CUST-758,Customer_250,Consumer,South,New York,Miami,PROD-4539,Phone,Furniture,Phones,2681.42,9,0.26,-160.89,21.05,Credit Card,Low
ORD-10346,2022-12-13,2022-12-15,CUST-915,Customer_36,Consumer,East,Texas,Houston,PROD-4483,Office Chair,Office Supplies,Storage,974.56,7,0.02,175.42,77.9,Credit Card,High
ORD-10347,2022-12-14,2022-12-16,CUST-307,Customer_239,Corporate,West,California,New York City,PROD-8371,Printer,Technology,Tables,2156.54,2,0.33,-280.35,15.71,Credit Card,High
ORD-10348,2022-12-15,2022-12-17,CUST-230,Customer_148,Corporate,South,Florida,Miami,PROD-3241,Storage Box,Furniture,Phones,2769.97,8,0.1,277.0,12.58,UPI,Low
ORD-10349,2022-12-16,2022-12-18,CUST-503,Customer_227,Home Office,South,New York,Los Angeles,PROD-7378,Phone,Office Supplies,Storage,3408.18,9,0.17,102.25,13.42,UPI,High
ORD-10350,2022-12-17,2022-12-19,CUST-251,Customer_244,Consumer,South,Texas,Miami,PROD-3765,Laptop,Office Supplies,Accessories,3058.16,7,0.27,-214.07,47.98,Credit Card,Low
ORD-10351,2022-12-18,2022-12-20,CUST-153,Customer_201,Home Office,Central,New York,New York City,PROD-5911,Desk,Furniture,Storage,2000.19,4,0.17,60.01,63.57,COD,Low
ORD-10352,2022-12-19,2022-12-21,CUST-219,Customer_154,Consumer,East,New York,New York City,PROD-1403,Office Chair,Furniture,Storage,1363.3,9,0.18,27.27,32.5,COD,Low
ORD-10353,2022-12-20,2022-12-22,CUST-772,Customer_73,Corporate,South,Illinois,Los Angeles,PROD-4382,Printer,Technology,Accessories,882.74,4,0.03,150.07,78.34,UPI,Medium
ORD-10354,2022-12-21,2022-12-23,CUST-727,Customer_201,Corporate,East,Illinois,Miami,PROD-5163,Storage Box,Office Supplies,Storage,3484.53,4,0.16,139.38,37.58,COD,Low
ORD-10355,2022-12-22,2022-12-24,CUST-686,Customer_296,Corporate,Central,Illinois,Miami,PROD-8630,Storage Box,Technology,Accessories,3244.72,9,0.31,-356.92,16.28,Credit Card,Low
ORD-10356,2022-12-23,2022-12-25,CUST-724,Customer_17,Consumer,South,Texas,Los Angeles,PROD-1087,Phone,Technology,Accessories,3452.49,8,0.37,-586.92,39.95,COD,Low
ORD-10357,2022-12-24,2022-12-26,CUST-519,Customer_129,Corporate,Central,New York,Miami,PROD-6816,Phone,Technology,Accessories,1894.01,4,0.17,56.82,55.93,UPI,Medium
ORD-10358,2022-12-25,2022-12-27,CUST-521,Customer_217,Consumer,Central,California,Los Angeles,PROD-6470,Office Chair,Furniture,Phones,1348.92,8,0.17,40.47,67.42,UPI,High
ORD-10359,2022-12-26,2022-12-28,CUST-203,Customer_61,Home Office,East,Florida,Houston,PROD-7276,Desk,Technology,Tables,3810.62,8,0.28,-304.85,39.41,Credit Card,Medium
ORD-10360,2022-12-27,2022-12-29,CUST-951,Customer_104,Consumer,South,Illinois,New York City,PROD-6739,Laptop,Furniture,Phones,3879.55,7,0.38,-698.32,49.52,UPI,Low
ORD-10361,2022-12-28,2022-12-30,CUST-353,Customer_42,Home Office,Central,Illinois,Houston,PROD-5273,Monitor,Furniture,Accessories,2305.3,6,0.11,207.48,25.05,UPI,Medium
ORD-10362,2022-12-29,2022-12-31,CUST-326,Customer_25,Consumer,South,New York,Chicago,PROD-7523,Desk,Technology,Tables,3078.93,8,0.18,61.58,53.44,UPI,High
ORD-10363,2022-12-30,2023-01-01,CUST-211,Customer_39,Home Office,East,New York,Chicago,PROD-6003,Desk,Technology,Tables,1898.92,7,0.32,-227.87,78.95,COD,High
ORD-10364,2022-12-31,2023-01-02,CUST-609,Customer_291,Corporate,Central,Texas,Chicago,PROD-9038,Desk,Office Supplies,Accessories,3524.64,5,0.24,-140.99,8.68,UPI,Low
ORD-10365,2023-01-01,2023-01-03,CUST-572,Customer_131,Home Office,East,Texas,Los Angeles,PROD-7606,Monitor,Technology,Tables,4186.82,4,0.04,669.89,71.49,COD,High
ORD-10366,2023-01-02,2023-01-04,CUST-198,Customer_229,Corporate,South,Illinois,Miami,PROD-3064,Office Chair,Office Supplies,Tables,3456.75,2,0.25,-172.84,47.17,UPI,Medium
ORD-10367,2023-01-03,2023-01-05,CUST-252,Customer_108,Corporate,South,New York,Houston,PROD-6315,Monitor,Technology,Phones,2587.28,8,0.07,336.35,23.91,UPI,Medium
ORD-10368,2023-01-04,2023-01-06,CUST-960,Customer_172,Home Office,East,California,Houston,PROD-1317,Office Chair,Technology,Tables,2320.36,9,0.2,0.0,76.62,COD,High
ORD-10369,2023-01-05,2023-01-07,CUST-995,Customer_102,Consumer,West,Florida,Houston,PROD-2502,Monitor,Technology,Accessories,3229.48,4,0.21,-32.29,41.25,COD,Low
ORD-10370,2023-01-06,2023-01-08,CUST-977,Customer_12,Consumer,Central,New York,Houston,PROD-7130,Laptop,Technology,Chairs,3415.06,4,0.35,-512.26,29.88,Credit Card,Low
ORD-10371,2023-01-07,2023-01-09,CUST-437,Customer_275,Consumer,South,New York,Chicago,PROD-8419,Desk,Office Supplies,Chairs,2815.71,5,0.18,56.31,18.61,Credit Card,Medium
ORD-10372,2023-01-08,2023-01-10,CUST-805,Customer_101,Consumer,South,Texas,Houston,PROD-3042,Office Chair,Office Supplies,Chairs,3143.46,2,0.11,282.91,23.33,COD,High
ORD-10373,2023-01-09,2023-01-11,CUST-921,Customer_44,Consumer,Central,Florida,Miami,PROD-5598,Monitor,Technology,Accessories,528.11,7,0.09,58.09,67.46,UPI,Medium
ORD-10374,2023-01-10,2023-01-12,CUST-262,Customer_17,Corporate,East,Illinois,Chicago,PROD-1118,Laptop,Technology,Chairs,4761.24,5,0.35,-714.19,51.08,Credit Card,Medium
ORD-10375,2023-01-11,2023-01-13,CUST-819,Customer_57,Consumer,East,New York,Houston,PROD-1709,Monitor,Office Supplies,Phones,3964.33,6,0.07,515.36,73.49,COD,Medium
ORD-10376,2023-01-12,2023-01-14,CUST-780,Customer_12,Corporate,East,Illinois,Los Angeles,PROD-4557,Storage Box,Furniture,Accessories,1900.94,4,0.17,57.03,22.4,COD,Low
ORD-10377,2023-01-13,2023-01-15,CUST-260,Customer_80,Corporate,West,New York,New York City,PROD-4250,Laptop,Furniture,Accessories,2835.92,8,0.07,368.67,14.09,UPI,High
ORD-10378,2023-01-14,2023-01-16,CUST-679,Customer_216,Corporate,West,Illinois,New York City,PROD-9061,Desk,Furniture,Accessories,284.26,8,0.31,-31.27,5.46,COD,High
ORD-10379,2023-01-15,2023-01-17,CUST-900,Customer_264,Home Office,South,Florida,New York City,PROD-9609,Printer,Office Supplies,Tables,254.08,5,0.19,2.54,43.09,Credit Card,Low
ORD-10380,2023-01-16,2023-01-18,CUST-497,Customer_149,Home Office,East,Texas,Chicago,PROD-3603,Desk,Office Supplies,Tables,1291.45,6,0.14,77.49,79.87,UPI,Medium
ORD-10381,2023-01-17,2023-01-19,CUST-376,Customer_81,Corporate,Central,Florida,Houston,PROD-2101,Printer,Furniture,Tables,3464.02,3,0.14,207.84,57.12,COD,Medium
ORD-10382,2023-01-18,2023-01-20,CUST-915,Customer_215,Home Office,South,California,Chicago,PROD-5421,Laptop,Furniture,Storage,4268.13,1,0.34,-597.54,28.13,COD,Low
ORD-10383,2023-01-19,2023-01-21,CUST-603,Customer_198,Consumer,Central,Texas,Miami,PROD-8857,Storage Box,Technology,Phones,2817.97,9,0.22,-56.36,70.76,UPI,High
ORD-10384,2023-01-20,2023-01-22,CUST-995,Customer_200,Consumer,South,Florida,Los Angeles,PROD-9177,Storage Box,Office Supplies,Accessories,2684.06,9,0.29,-241.57,63.63,UPI,Low
ORD-10385,2023-01-21,2023-01-23,CUST-491,Customer_25,Corporate,West,California,Los Angeles,PROD-7082,Office Chair,Office Supplies,Accessories,2041.43,3,0.36,-326.63,6.16,UPI,High
ORD-10386,2023-01-22,2023-01-24,CUST-234,Customer_89,Consumer,South,New York,New York City,PROD-7658,Storage Box,Furniture,Tables,849.91,4,0.36,-135.99,66.26,Credit Card,High
ORD-10387,2023-01-23,2023-01-25,CUST-294,Customer_268,Corporate,West,New York,New York City,PROD-3261,Phone,Furniture,Accessories,635.85,7,0.13,44.51,27.54,Credit Card,High
ORD-10388,2023-01-24,2023-01-26,CUST-500,Customer_143,Corporate,South,Illinois,New York City,PROD-9021,Laptop,Office Supplies,Accessories,3815.36,2,0.38,-686.76,16.23,COD,Medium
ORD-10389,2023-01-25,2023-01-27,CUST-739,Customer_59,Consumer,East,Texas,Houston,PROD-1508,Office Chair,Technology,Chairs,4641.14,3,0.01,881.82,21.97,COD,Medium
ORD-10390,2023-01-26,2023-01-28,CUST-132,Customer_26,Home Office,Central,New York,Miami,PROD-3379,Storage Box,Furniture,Accessories,2318.5,6,0.15,115.93,40.14,UPI,Low
ORD-10391,2023-01-27,2023-01-29,CUST-787,Customer_47,Consumer,East,Texas,Miami,PROD-9879,Laptop,Office Supplies,Storage,3314.26,8,0.36,-530.28,36.87,COD,Low
ORD-10392,2023-01-28,2023-01-30,CUST-559,Customer_288,Consumer,South,New York,Miami,PROD-5752,Desk,Office Supplies,Tables,4576.57,1,0.11,411.89,26.67,COD,Medium
ORD-10393,2023-01-29,2023-01-31,CUST-982,Customer_266,Corporate,South,Illinois,Miami,PROD-6495,Storage Box,Technology,Phones,496.06,4,0.11,44.65,17.92,UPI,Low
ORD-10394,2023-01-30,2023-02-01,CUST-569,Customer_16,Corporate,South,Florida,New York City,PROD-4209,Monitor,Technology,Phones,3863.88,1,0.12,309.11,62.17,Credit Card,Medium
ORD-10395,2023-01-31,2023-02-02,CUST-474,Customer_199,Corporate,West,Illinois,Los Angeles,PROD-8398,Printer,Furniture,Chairs,3103.24,2,0.24,-124.13,79.26,Credit Card,Medium
ORD-10396,2023-02-01,2023-02-03,CUST-121,Customer_282,Corporate,Central,California,New York City,PROD-7743,Laptop,Furniture,Phones,3013.25,8,0.18,60.27,63.33,Credit Card,High
ORD-10397,2023-02-02,2023-02-04,CUST-849,Customer_86,Home Office,Central,New York,Miami,PROD-6648,Office Chair,Furniture,Phones,1498.08,6,0.29,-134.83,27.2,COD,High
ORD-10398,2023-02-03,2023-02-05,CUST-769,Customer_250,Home Office,South,California,New York City,PROD-6171,Desk,Office Supplies,Tables,3435.27,9,0.36,-549.64,23.36,UPI,Medium
ORD-10399,2023-02-04,2023-02-06,CUST-137,Customer_270,Home Office,South,California,Miami,PROD-8890,Phone,Furniture,Tables,3984.25,2,0.27,-278.9,21.32,Credit Card,High
ORD-10400,2023-02-05,2023-02-07,CUST-329,Customer_117,Corporate,West,Texas,Chicago,PROD-1324,Desk,Office Supplies,Storage,608.65,3,0.08,73.04,15.25,COD,Medium
ORD-10401,2023-02-06,2023-02-08,CUST-464,Customer_7,Corporate,East,New York,Los Angeles,PROD-4557,Storage Box,Furniture,Chairs,2690.93,9,0.37,-457.46,46.35,UPI,High
ORD-10402,2023-02-07,2023-02-09,CUST-662,Customer_137,Corporate,East,California,Chicago,PROD-4587,Printer,Technology,Phones,551.26,9,0.11,49.61,50.41,Credit Card,Low
ORD-10403,2023-02-08,2023-02-10,CUST-537,Customer_176,Home Office,Central,Florida,Houston,PROD-1151,Desk,Technology,Storage,4369.24,6,0.06,611.69,57.91,Credit Card,Low
ORD-10404,2023-02-09,2023-02-11,CUST-875,Customer_215,Corporate,West,California,New York City,PROD-1954,Phone,Office Supplies,Chairs,2562.8,3,0.04,410.05,56.02,UPI,Medium
ORD-10405,2023-02-10,2023-02-12,CUST-382,Customer_82,Consumer,South,Florida,Houston,PROD-5354,Monitor,Technology,Phones,4049.43,5,0.23,-121.48,26.92,COD,Medium
ORD-10406,2023-02-11,2023-02-13,CUST-126,Customer_223,Consumer,Central,Texas,New York City,PROD-8160,Office Chair,Office Supplies,Phones,1872.02,2,0.05,280.8,29.77,COD,High
ORD-10407,2023-02-12,2023-02-14,CUST-325,Customer_103,Corporate,West,California,Chicago,PROD-1687,Laptop,Office Supplies,Tables,669.14,7,0.06,93.68,56.11,Credit Card,High
ORD-10408,2023-02-13,2023-02-15,CUST-376,Customer_273,Consumer,East,Illinois,Miami,PROD-9501,Printer,Technology,Accessories,255.42,8,0.12,20.43,31.21,UPI,Medium
ORD-10409,2023-02-14,2023-02-16,CUST-897,Customer_14,Consumer,West,Texas,Miami,PROD-4127,Phone,Office Supplies,Chairs,1443.47,6,0.11,129.91,20.95,COD,Low
ORD-10410,2023-02-15,2023-02-17,CUST-708,Customer_159,Home Office,East,Florida,New York City,PROD-7763,Storage Box,Technology,Phones,1258.96,8,0.24,-50.36,33.08,UPI,Low
ORD-10411,2023-02-16,2023-02-18,CUST-383,Customer_152,Corporate,West,Texas,Miami,PROD-4395,Storage Box,Furniture,Chairs,2823.74,2,0.33,-367.09,25.41,UPI,Medium
ORD-10412,2023-02-17,2023-02-19,CUST-978,Customer_108,Corporate,Central,California,Chicago,PROD-1845,Storage Box,Furniture,Storage,157.61,3,0.3,-15.76,11.62,Credit Card,Low
ORD-10413,2023-02-18,2023-02-20,CUST-580,Customer_188,Home Office,East,New York,Miami,PROD-2164,Printer,Technology,Storage,2626.82,7,0.1,262.68,67.26,UPI,Medium
ORD-10414,2023-02-19,2023-02-21,CUST-552,Customer_98,Consumer,Central,New York,Chicago,PROD-6904,Desk,Technology,Accessories,1989.27,1,0.1,198.93,68.98,UPI,High
ORD-10415,2023-02-20,2023-02-22,CUST-928,Customer_131,Consumer,Central,Florida,Houston,PROD-6360,Printer,Technology,Phones,2906.76,7,0.39,-552.28,21.48,UPI,Low
ORD-10416,2023-02-21,2023-02-23,CUST-915,Customer_293,Corporate,East,Florida,Chicago,PROD-1354,Storage Box,Technology,Tables,3526.97,6,0.0,705.39,9.86,COD,Low
ORD-10417,2023-02-22,2023-02-24,CUST-758,Customer_171,Consumer,East,New York,Los Angeles,PROD-2872,Monitor,Furniture,Phones,3188.76,8,0.35,-478.31,60.41,Credit Card,High
ORD-10418,2023-02-23,2023-02-25,CUST-615,Customer_183,Home Office,South,Florida,Los Angeles,PROD-3024,Phone,Office Supplies,Chairs,4923.99,7,0.08,590.88,20.86,Credit Card,High
ORD-10419,2023-02-24,2023-02-26,CUST-646,Customer_39,Home Office,South,Texas,Los Angeles,PROD-3817,Laptop,Office Supplies,Storage,734.41,4,0.38,-132.19,34.51,UPI,Low
ORD-10420,2023-02-25,2023-02-27,CUST-291,Customer_15,Corporate,South,Illinois,New York City,PROD-4832,Laptop,Furniture,Chairs,2177.2,3,0.14,130.63,9.81,UPI,Low
ORD-10421,2023-02-26,2023-02-28,CUST-148,Customer_4,Home Office,Central,Illinois,New York City,PROD-9257,Printer,Office Supplies,Accessories,2152.91,3,0.18,43.06,21.97,COD,Medium
ORD-10422,2023-02-27,2023-03-01,CUST-611,Customer_210,Home Office,Central,Texas,New York City,PROD-3581,Storage Box,Furniture,Storage,2114.41,4,0.28,-169.15,64.47,Credit Card,Medium
ORD-10423,2023-02-28,2023-03-02,CUST-116,Customer_161,Corporate,South,Illinois,Chicago,PROD-3486,Office Chair,Office Supplies,Tables,3335.8,9,0.24,-133.43,65.33,COD,Low
ORD-10424,2023-03-01,2023-03-03,CUST-271,Customer_16,Home Office,Central,California,New York City,PROD-9418,Monitor,Technology,Storage,2474.65,9,0.13,173.23,20.53,Credit Card,Medium
ORD-10425,2023-03-02,2023-03-04,CUST-319,Customer_108,Home Office,Central,Texas,Houston,PROD-3443,Printer,Technology,Phones,2611.29,2,0.22,-52.23,30.19,COD,High
ORD-10426,2023-03-03,2023-03-05,CUST-257,Customer_227,Home Office,East,Florida,Los Angeles,PROD-9919,Storage Box,Technology,Phones,2190.16,5,0.29,-197.11,15.07,UPI,Medium
ORD-10427,2023-03-04,2023-03-06,CUST-576,Customer_170,Consumer,East,Texas,Chicago,PROD-2036,Desk,Furniture,Storage,4958.91,1,0.02,892.6,10.56,COD,Medium
ORD-10428,2023-03-05,2023-03-07,CUST-145,Customer_34,Corporate,Central,New York,Los Angeles,PROD-9684,Laptop,Furniture,Accessories,4641.43,4,0.0,928.29,79.41,UPI,Low
ORD-10429,2023-03-06,2023-03-08,CUST-472,Customer_251,Corporate,South,Florida,New York City,PROD-8435,Laptop,Office Supplies,Phones,1573.23,2,0.18,31.46,54.17,Credit Card,Medium
ORD-10430,2023-03-07,2023-03-09,CUST-617,Customer_247,Corporate,West,New York,Chicago,PROD-2548,Monitor,Office Supplies,Phones,602.39,8,0.05,90.36,45.66,Credit Card,Low
ORD-10431,2023-03-08,2023-03-10,CUST-198,Customer_269,Consumer,South,Florida,Miami,PROD-6065,Laptop,Office Supplies,Tables,4206.84,4,0.27,-294.48,62.41,UPI,Low
ORD-10432,2023-03-09,2023-03-11,CUST-991,Customer_141,Consumer,West,Illinois,Houston,PROD-7496,Office Chair,Furniture,Storage,4985.99,5,0.09,548.46,68.01,Credit Card,Low
ORD-10433,2023-03-10,2023-03-12,CUST-844,Customer_274,Corporate,South,Texas,New York City,PROD-7183,Storage Box,Office Supplies,Phones,1498.41,4,0.17,44.95,65.5,COD,High
ORD-10434,2023-03-11,2023-03-13,CUST-136,Customer_96,Consumer,East,California,New York City,PROD-4957,Storage Box,Technology,Accessories,1821.04,5,0.08,218.52,6.24,UPI,Medium
ORD-10435,2023-03-12,2023-03-14,CUST-379,Customer_227,Corporate,Central,Florida,Houston,PROD-4407,Monitor,Office Supplies,Chairs,4711.08,5,0.22,-94.22,19.01,Credit Card,Medium
ORD-10436,2023-03-13,2023-03-15,CUST-448,Customer_39,Consumer,Central,Florida,Houston,PROD-1639,Storage Box,Technology,Storage,3570.09,5,0.05,535.51,54.12,COD,Medium
ORD-10437,2023-03-14,2023-03-16,CUST-596,Customer_29,Home Office,East,New York,Miami,PROD-1172,Monitor,Furniture,Tables,1513.41,3,0.01,287.55,33.18,COD,Low
ORD-10438,2023-03-15,2023-03-17,CUST-401,Customer_245,Home Office,West,Illinois,New York City,PROD-6666,Storage Box,Technology,Phones,2926.18,7,0.02,526.71,78.69,Credit Card,High
ORD-10439,2023-03-16,2023-03-18,CUST-280,Customer_236,Corporate,West,New York,New York City,PROD-5354,Office Chair,Technology,Accessories,4723.94,3,0.38,-850.31,54.91,Credit Card,Low
